letter,page,drug_name,sanskrit_name,transliteration,ref_drug_name,botanical_correlation,status,discussion,reference
A,4,Amlika,अम्लिका,amlikā,अम्लिका,Rheum emodi Wall ex Meissn.,Suggested source,Rheum modi is suggested as a correlation for 'Amlika' which is popularly known as 'Revandacini',[5]
A,4,Amlika,अम्लिका,amlikā,अम्लिका,Tamarindus indica Linn.,Accepted source,Identified with it,[1]
A,4,Amlika,अम्लिका,amlikā,अम्लिका,Tamarindus indica Linn.,Accepted source,Identified with it,[4]
A,4,Amlika,अम्लिका,amlikā,अम्लिका,Tamarindus indica Linn.,Accepted source,Amlika' is mentioned under the Phala varga (group of fruits) in Caraka samhita; Cakrapani has interpreted this as 'Tintidi'; Its popularly known as 'Imli' in Hindi and identified with this species,[5]
A,4,Amra,आम्र,āmra,आम्र,Mangifera indica Linn.,Accepted source,Identified with it,[1]
A,4,Amra,आम्र,āmra,आम्र,Mangifera indica Linn.,Accepted source,Identified with it,[3]
A,4,Amra,आम्र,āmra,आम्र,Mangifera indica Linn.,Accepted source,Identified with it,[4]
A,4,Amragandhi haridra,आम्रगन्धिहरिद्रा,āmragandhiharidrā,आम्रगन्धिहरिद्रा,Curcuma amada Roxb.,Accepted source,Identified with this species,[3]
A,4,Amrata,आम्रात,āmrāta,आम्रात,Spondias pinnata Kurz.,Accepted source,Identified with it,[1]
A,4,Amrataka,आम्रातक,āmrātaka,आम्रातक,Spondias pinnata (Linn.f.),Accepted source,Identified with it,[4]
A,4,Amrtasrava,अमृतस्रवा,amṛtasravā,अमृतस्रवा,Vitis latifolia Roxb.,Most probable,Amrtasrava' literally means plants having Amrta (water) in them; It is a creeper similar tp 'Paniyavalli' which has water in them; It has been cited in Raja nighantu and most probably identified with this species,[5]
A,4,Amsumati,अंशुमती,aṃśumatī,अंशुमती,Desmodium gangeticum DC.,Accepted source,Amsumati is correlated to this species,[2]
A,4,Amsumati,अंशुमती,aṃśumatī,अंशुमती,Pseudarthria viscida W. and A.,Most probable,This species is used as Amsumati in Kerala,[2]
A,4,Ananasa,अननास,ananāsa,अननास,Ananas comosus (Linn.) Merr.,Accepted source,Ananasa is identified with this species,[3]
A,4,Andhaka,अन्धक,andhaka,अन्धक,Trichodesma indicum R. Br.,Accepted source,Andhaka' has been mentioned under the Laksmanadi varga in Sodala nighantu; Later on it has been interpreted as 'Andhahuli' which is considered as 'Adhapuspi'; It is identified with this species,[5]
A,4,Anjanaki,अञ्जनकी,añjanakī,अञ्जनकी,Strychnos colubrina Linn.,Suggested source,Anjanaki' is mentioned only in Susruta samhita; Dalhana has interpreted it as 'Nilini'; According to the author it is identifed with this species,[5]
A,4,Anjanavrksa,अञ्जनवृक्ष,añjanavṛkṣa,अञ्जनवृक्ष,Hardwickia binata Roxb.,Accepted source,It is identified with this species,[5]
A,4,Ankalodya,अङ्कालोड्य,aṅkāloḍya,अङ्कालोड्य,Ceropegia bulbosa Roxb.,Most probable,Ankalodya' mentioned in Samhitas is identified with 'Makhanna'; Commentators have identified it with 'Padmabija'; During the Vaidik period it was known as 'Aandika'; Dalhana has identified it with Gilodya and the features equate with Ceropegia bulbosa hence this is the most probable correlation,[5]
A,4,Ankalodya,अङ्कालोड्य,aṅkāloḍya,अङ्कालोड्य,Euryale ferox Salisb.,Accepted source,It is identified with this species,[5]
A,4,Ankola,अङ्कोल,aṅkola,अङ्कोल,Alangium salvifolium (Linn.f.) Wang.,Accepted source,Identified with this species,[3]
A,4,Ankola,अङ्कोल,aṅkola,अङ्कोट,Alangium salvifolium (Linn.f.) Wang.,Accepted source,Identified with it,[1]
A,4,Ankota,अङ्कोट,aṅkoṭa,अङ्कोल,Alangium salvifolium (Linn.f.) Wang.,Accepted source,Identified with this species,[3]
A,4,Ankota,अङ्कोट,aṅkoṭa,अङ्कोट,Alangium salvifolium (Linn.f.) Wang.,Accepted source,Identified with it,[1]
A,4,Annamaya,अन्नामय,annāmaya,अन्नामय,Claviceps purpuea Fr. Tul.,Accepted source,It is identified with this species,[3]
A,4,Antahkotarapuspi,अन्तः कोटरपुष्पी,antaḥ koṭarapuṣpī,अन्तः कोटरपुष्पी,Ipomoea hederacea (Linn.) Jacq.,Most probable,Correlated to this plant with referance to its action,[1]
A,4,Antahkotarapuspi,अन्तः कोटरपुष्पी,antaḥ koṭarapuṣpī,अन्तः कोटरपुष्पी,Ipomoea nil (Linn.) Roxb.,Accepted source,It has been mentioned just once in Caraka Samhita  among the 'Phalini gana' (group of fruits) which depicts that its fruits were medicinally used; Cakrapani has intepreted it as 'Nilabughna'; With regard to its name 'Antahkotarapuspi' (flower having shape of funnel) its among the 'Trivrt group' which have similar featured plants; Its identified with this species,[5]
A,4,Apamarga,अपामार्ग,apāmārga,अपामार्ग,Achyranthes aspera Linn.,Accepted source,Identified with it,[1]
A,4,Apamarga,अपामार्ग,apāmārga,अपामार्ग,Achyranthes aspera Linn.,Accepted source,Identified with it,[3]
A,4,Apamarga - gauradanda,अपामार्ग गौरदण्ड,apāmārga gauradaṇḍa,अपामार्ग गौरदण्ड,Pupalia lappacea Moq.,Suggested source,Needs to be examined,[1]
A,5,Apamarga - raktapuspi,अपामार्ग रक्तपुष्पी,apāmārga raktapuṣpī,अपामार्ग रक्तपुष्पी,Achyranthes aspera,Accepted source,This plant has been mentioned as variety of 'Apamarga' in Dhanvantari nighantu and in Bhavaprakasa; It is considered inferior in quality when compared to the white variety; It is identified with this species,[5]
A,5,Aparajita,अपराजिता,aparājitā,अपराजिता,Clitorea ternatea.,Accepted source,Identified with this species,[5]
A,5,Apetaraksasi,अपेतराक्षसी,apetarākṣasī,अपेतराक्षसी,Ocimum sp.,Controversial,Unspecified and believed to be some variety of Tulasi,[1]
A,5,Aragvadha,आरग्वध,āragvadha,आरग्वध,Cassia fistula Linn.,Accepted source,Identified with it,[3]
A,5,Aragvadha,आरग्वध,āragvadha,आरग्वध,"Cassia fistula, Linn.",Accepted source,Identified with it,[1]
A,5,Aralu,अरलु,aralu,अरलु,Ailanthus excelsa,Accepted source,Aralu is correlated to this species,[2]
A,5,Aralu,अरलु,aralu,अरलु,Ailanthus excelsa Roxb.,Accepted source,Identified with it,[3]
A,5,Aralu,अरलु,aralu,अरलु,Ailanthus excelsa Roxb.,Accepted source,"During earlier periods, 'Aralu' and 'Syonaka' were considered as 2 different drugs but during the medieval period, nighantus considered them as a single drug; This confusion was cleared in the present times where in they are considered as 2 different drugs; Aralu is identified with this species",[5]
A,5,Aralu,अरलु,aralu,अरलु,Ailanthus excelsa Roxb.,Most probable,Aralu is identified with this species as it is popularly known as Arua in Mirzapore and has features similar to that as explained by Dalhana,[1]
A,5,Aralu - prajati,अरलु प्रजाति,aralu prajāti,अरलु प्रजाति,Ailanthus malabarica DC.,Accepted source,This is a variety of A.excelsa found in the Western Ghats,[3]
A,5,Aranyajiraka,अरण्यजीरक,araṇyajīraka,अरण्यजीरक,Centratherum anthelminticum Kuntze.,Accepted source,Aranyajiraka is identified with this species,[3]
A,5,Ardrika,अर्द्रिका,ardrikā,अर्द्रिका,Zingiber cassumunar Roxb.,Accepted source,Ardrika' is not mentioned in Susruta samhita but cited in Astanga hridaya along with 'Ardraka' which shows that it is from the 'Ardraka' family; Some of them interpret 'Ardrika' as green coriander but this cannot hold true based on the above references; According to that it should be correlated to some species from Ardraka family and hence correlated to this species,[5]
A,5,Arevata,आरेवत,ārevata,आरेवत,Cassia fistula,Controversial,Arevata is a highly controversial drug; As its mentioned as the synonym of Aragvadha this species is taken into consideration,[2]
A,5,Arevata,आरेवत,ārevata,आरेवत,Rheum emodi Wall.,Most probable,During the Pre samhita period this species was considered as Arevata but later on substituted with Aragvadha due to similarity in properties,[1]
A,5,Arimeda,अरिमेद,arimeda,अरिमेद,Acacia leucophloea Willd.,Accepted source,Identified with it,[1]
A,5,Aristaka,अरिष्टक,ariṣṭaka,अरिष्टक,Sapindus mukorossi Gaertn.,Suggested source 1,Identified with it,[1]
A,5,Aristaka,अरिष्टक,ariṣṭaka,अरिष्टक,Sapindus trifoliatus Linn.,Accepted source,Identified with it,[3]
A,5,Aristaka,अरिष्टक,ariṣṭaka,अरिष्टक,Sapindus trifoliatus Linn.,Suggested source 2,Identified with it,[1]
A,5,Aristaka - prajati,अरिष्टक प्रजाति,ariṣṭaka prajāti,अरिष्टक प्रजाति,Sapindus mukorossi Gaertn.,Accepted source,This is a variety of S.trifoliatus found in North India. called as soap nut tree of North India. Aristaka is identified with this species,[3]
A,5,Arjaka,अर्जक,arjaka,अर्जक,Orthosiphon pallidus Royle.,Accepted source,Cakrapani has interpreted 'Arjaka' as 'Svetaparnasa'; Dalhana has described it as a plant resembling 'Barbarika'; At other places it has been interpreted as 'Kuteraka' or 'Sveta kuteraka'; If 'Parnasa' and 'Kuteraka' are taken as synonyms of one another then the interpretation of Dalhana and Cakrapani can be considered the same; Arjaka is popularly known as 'Ajagura' and identified with this species,[5]
A,5,Arjaka,अर्जक,arjaka,अर्जक,Orthosiphon pallidus Royle.,Most probable,May be identified with this species with regard to its description and called as Sveta kutheraka,[1]
A,5,Arjaka,अर्जक,arjaka,अर्जक,Orthosiphon pallidus Royle.,Most probable,May be identified with this species and called as Sveta kutheraka,[1]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Lagerstromcea flos-regina. ?,Controversial,This species is being used as Arjuna in some parts of India,[2]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Sterculia urens,Suggested source,This species was suggested to be used as Arjuna with regard to its resemblance in morphology,[2]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Terminalia Arjuna,Accepted source,Arjuna has been correlated to this species,[2]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Terminalia arjuna (Roxb.) W. & A.,Accepted source,Identified with it,[3]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Terminalia arjuna W. & A.,Accepted source,Identified with it,[1]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Terminalia arjuna W. & A.,Accepted source,It is identified with this species,[5]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Terminalia glabra,Most probable,According to an ancient author with regard to its morphology he has correlated this species with Arjuna; This is known as Arjuna in Gujarat,[2]
A,5,Arjuna,अर्जुन,arjuna,अर्जुन,Terminalia tomentosa,Market source,The bark of Terminalia tomentosa is available in the market as Arjuna,[2]
A,5,Arka,अर्क,arka,अर्क जाति,Calotropis gigantia (Linn.),Accepted source,It is the white variety of Arka which is correlated to this,[3]
A,5,Arka,अर्क,arka,अर्क प्रकार,Calotropis procera,Accepted source,Arka is correlated to this species,[2]
A,5,Arka,अर्क,arka,अर्क,Calotropis procera (Ait) R. Br.,Accepted source,Arka is identified with this species,[3]
A,5,Arka,अर्क,arka,अर्क,Calotropis sp.,Accepted source,Identified with this species,[5]
A,5,Arka - jati,अर्क जाति,arka jāti,अर्क जाति,Calotropis gigantia (Linn.),Accepted source,It is the white variety of Arka which is correlated to this,[3]
A,5,Arka - jati,अर्क जाति,arka jāti,अर्क प्रकार,Calotropis procera,Accepted source,Arka is correlated to this species,[2]
