Botanical Name,Family,Systems,Synonym,Image URL,Detail URL
Alhagi pseudalhagi (BIEB.) DESV.,FABACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Alhagi camelorum FISCH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/52bffa110beee75c92ccb1744d96145e/xclkon/4d3fb45063f05be383f4e65997e0c154
Alhagi pseudalhagi (BIEB.) DESV.,FABACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Alhagi camelorum FISCH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/52bffa110beee75c92ccb1744d96145e/xclkon/c5d0c6a984338a2af196fc4b79f06960
Alhagi pseudalhagi (BIEB.) DESV.,FABACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Alhagi camelorum FISCH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/52bffa110beee75c92ccb1744d96145e
,BORAGINACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a25014088bd4db1fb9eedd9f62298c9f
,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/713f41e8a32ba266c84075c0aa8cfea8
Allium cepa L.,LILIACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d328e032eb232543e49a5288d340e70b
Allium sativum L.,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9ba63dffa8d6ef008723ec357591e4ff
,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/806ddf0e3d976e980cafc42d293dc731
Allium wallichii KUNTH,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7bbec7f3c832058e85e575ab836c84e1
Allophylus serratus (ROXB.) KURZ,SAPINDACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/af2b65cd9c38158e6fe59acbb3e80dac
,ARACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c6a53b220ebf0e8aad02f5f07d22efe7/xclkon/152d4706dfe1370ce37176961c0ba6e7
,ARACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c6a53b220ebf0e8aad02f5f07d22efe7
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca/xclkon/869d464c823c85845779aeb02bcd53bf
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca/xclkon/582d63fa9a0ed94bc9aaeae3520dacaf
,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9c332e1d52cd3ba2226d3735f897ce25
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca/xclkon/b3a1febe5de9282b8269fba933f221ad
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca/xclkon/751a9baf6790eee3cc813dcb0abdfebb
,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/e97a4897942557bc9c819f6e4bde5ade
,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9302230e136ea74d075c250d7eef46bc
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca/xclkon/98403088f3f134a7b5f8b6a2d2dc5eea
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca/xclkon/59f006d9eaf56a0deb75f8dd63f30e88
Aloe vera L.,LILIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Aloe abyssinica LAM. Aloe barbadensis MILL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3f3796b55ac6702e10bd40afe3b372ca/xclkon/d138b50b94c1c116d4fdcbf09996a0f4
Alpinia calcarata ROSCOE,ZINGIBERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f700d50314b164325f0a93f30422efb5
,ZINGIBERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f5a6025a03e9ff51b665f995fec9fdb3
Alpinia galanga (L.) WILLD.,ZINGIBERACEAE,"Ayurveda, Siddha, Unani, Folk",Costus arabicus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f9eeb2fe2b90d2e709e35578cfac2019
,ZINGIBERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a385033bd781f4e29344cc7823265274
Alpinia zerumbet BURTT & R.M. SM.,ZINGIBERACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dd714a2fc3a5a3f503726b20f90f1c28/xclkon/af4cf18cffbff17956de0e3d1171d419
Alpinia zerumbet BURTT & R.M. SM.,ZINGIBERACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dd714a2fc3a5a3f503726b20f90f1c28
Alstonia scholaris R.BR.,APOCYNACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ca05ad5b6726d1810b9927a421efeaad
Alstonia venenata R.BR.,APOCYNACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b0e444016bd94be1d33120cfd5e8fde3
Alternanthera sessilis (L.) R.BR.EX DC.,AMARANTHACEAE,"Ayurveda, Siddha, Sowa-Rigpa",Alternanthera triandra LAM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b1f3091dde540ab224f51a6d7eded07a
Alternanthera sessilis (L.) R.BR.EX DC.,AMARANTHACEAE,"Ayurveda, Siddha, Sowa-Rigpa",Alternanthera triandra LAM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b1f3091dde540ab224f51a6d7eded07a/xclkon/3573b682b8f5328aa61642dc9fd75439
Althaea officinalis L.,MALVACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d65789e05cd6fbe2ff9d4d5dcb664b30
,ALTINGIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f4af82d565c7c2d688a4ffd18c5393d0
Amaranthus lividus L.,AMARANTHACEAE,"Ayurveda, Folk",Amaranthus blitum L. var. oleracea DUTHIE,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/29694d8ade41a4c643a021f40fb8862d/xclkon/0080a8f062f06ce4b916c41865ca29d1
Amaranthus blitum L.,AMARANTHACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8ea7b280aa844954c9e01be4b174c9ea
,AMARANTHACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9c7385d96e8c7e841bcd6580846e522c
Amaranthus caudatus L.,AMARANTHACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/e03c2afca3387229d74547e49bb426e7
Amaranthus viridis L.,AMARANTHACEAE,"Ayurveda, Siddha, Folk",Amaranthus fasciatus ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7f34c13599e6ad5f1122627fb7b83d65/xclkon/d3d64722d4863f562c3536e588e2b1d1
Amaranthus hybridus L. subsp. cruentus var. paniculatus THELL.,AMARANTHACEAE,"Ayurveda, Siddha, Folk",Amaranthus paniculatus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/83fbef0599b94833dd32e2b62d5ea783
Amaranthus lividus L.,AMARANTHACEAE,"Ayurveda, Folk",Amaranthus blitum L. var. oleracea DUTHIE,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/29694d8ade41a4c643a021f40fb8862d
Amaranthus tricolor L.,AMARANTHACEAE,"Ayurveda, Siddha, Unani, Folk",Amaranthus gangeticus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ddaf27e6f3e104858d9b0cae48ddab01/xclkon/2e2e171aedc0fdf3ca5d4fcd271d9f14
Amaranthus lividus L.,AMARANTHACEAE,"Ayurveda, Folk",Amaranthus blitum L. var. oleracea DUTHIE,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/29694d8ade41a4c643a021f40fb8862d/xclkon/653c09248e576c7084919d0b4c3f2bb7
Amaranthus hybridus L. subsp. cruentus var. paniculatus THELL.,AMARANTHACEAE,"Ayurveda, Siddha, Folk",Amaranthus paniculatus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/83fbef0599b94833dd32e2b62d5ea783/xclkon/dd3ec08486ef9d275dafc40eb4595ff8
Amaranthus tricolor L.,AMARANTHACEAE,"Ayurveda, Siddha, Unani, Folk",Amaranthus gangeticus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ddaf27e6f3e104858d9b0cae48ddab01/xclkon/dc95088f4aed6f8430209d341dec548c
Amaranthus spinosus L.,AMARANTHACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6a6729b8a694c06ae22f4c4c81e30eab
Amaranthus tricolor L.,AMARANTHACEAE,"Ayurveda, Siddha, Unani, Folk",Amaranthus gangeticus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ddaf27e6f3e104858d9b0cae48ddab01
Amaranthus viridis L.,AMARANTHACEAE,"Ayurveda, Siddha, Folk",Amaranthus fasciatus ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7f34c13599e6ad5f1122627fb7b83d65
,STERCULIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d2fa367ed7d3d5dd7872396d0a0d99c4
Ammannia baccifera L.,LYTHRACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c05a5a1b7e849f7ab137257ed941dead
Ammannia baccifera L.,LYTHRACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c05a5a1b7e849f7ab137257ed941dead/xclkon/0851c1bc5cd350ee7496eb33d91a3ed2
,ZINGIBERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ea1ee008cb9a85e4c08c692df4b6bdd5
Elettaria cardamomum MATON,ZINGIBERACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dc9a36679c6be366058571f5b89a9d7e/xclkon/a58e5e226b3bbc6b155af1dfe6894b13
Amomum subulatum ROXB.,ZINGIBERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d9d4015c990cc5f8b85ce17dc9245952
,ZINGIBERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4b4639016d5bc42e019812b3091a66a1
"Zingiber officinale ROSC. X Family - ZINGIBERACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani, Homeopathy, Folk Botanical Synonyms (1) - Amomum zingiber L.",ZINGIBERACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Amomum zingiber L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/694eea249cc0c04f6bb9bcc35a8ab92f/xclkon/fa81d0041123d3533d39cc25a7acd75a
Aphanamixis polystachya (WALL.) PARKER,MELIACEAE,"Ayurveda, Siddha, Homeopathy",Amoora rohituka (ROXB.) WIGHT & ARN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5df9f100e88b8d13c3436eb38e1c3ccf/xclkon/8bb6e1bb23c79d006392553f0aecc130
,ARACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fb2679ef2da3c86bd49d7589178a9c24
,ARACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a8e45e0c947b54ff55829326cce9168e/xclkon/0c92e068c67a38f36a9c98751792431a
,ARACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a8e45e0c947b54ff55829326cce9168e
Amorphophallus paeoniifolius (DENNST.) NICOLSON,ARACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0563e79bd30407a31d9a0790a5d284b3
,ARACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/e1bd9ee6d48fd0a3f77cede18ddaee29
Ampelocissus araneosa (DALZ. & CRIBBS.) PLANCH.,VITACEAE,"Ayurveda, Siddha, Folk",Vitis araneosus DALZ. & GIBS. EX M.LAWS,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d7a186dd86ea3a226e2d6d4c52856123
Ampelocissus latifolia (ROXB.) PLANCH.,VITACEAE,"Ayurveda, Siddha, Folk",Vitis latifolia ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/beb3faba27082ce4d413aa8a31cc8c48
Ampelocissus tomentosa (ROTH.) PLANCH.,VITACEAE,"Ayurveda, Siddha, Folk",Vitis tomentosa HEYNE,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/52c99df41657de869b73d1d1b5c0eb80
Anacardium occidentale L.,ANACARDIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/584ff5151951aa329a79ca06fd3ab804
,ASTERACEAE,"Ayurveda, Siddha, Unani",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/29bd74b20f0de681f842ae11ae181b2f
Anamirta cocculus (L.) WIGHT & ARN.,MENISPERMACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Cocculus suberosus DC. Menispermum cocculus L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/67e26f250ed5838fe00e5c4cba5dd39f
,BROMELIACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/55c2d936ec6213a126e67e6e7c3ca5ba
,BROMELIACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/55c2d936ec6213a126e67e6e7c3ca5ba/xclkon/8d13a269d75d2be174a06f5a1d70cd2f
Anaphalis neelgerriana DC.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/64b008185ee7cc97ae36bae4ea3c4656
,BORAGINACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/017cafda480d7ca214f09a5728a8a1d8
Cleistanthus collinus (ROXB.) BENTH.  & HOOK.,EUPHORBIACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0ddb2d1637f9749df2337055c928da55/xclkon/e66b543c20eb9267c0e4687253dd3502
Andrographis paniculata (BURM.F.)WALLICH EX NEES.,ACANTHACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Justicia paniculata (VAHL) CL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/74fd26aaa5ce2fc2932d2d8056aaf796
,POACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/680b54af38ebb9a062b90efb81313fe5/xclkon/f2571eaf8bf75f9787be3b10f605720d
Cymbopogon jwarancusa (JONES) SCHULT.,POACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",Andropogon jwarancusa JONES,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d19704d7822e4938d3d96660f76e7ddd/xclkon/dd8cf5f98087e99785baac0db0b9b76a
Cymbopogon jwarancusa (JONES) SCHULT.,POACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",Andropogon jwarancusa JONES,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d19704d7822e4938d3d96660f76e7ddd/xclkon/09d3321341ad3d94d26b673adf477204
Cymbopogon martini (ROXB.) WATS,POACEAE,"Ayurveda, Siddha, Sowa-Rigpa",Andropogon martini ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/edab2a314693f3a25a21f493e238a418/xclkon/68e1f0420c13f5e9f1ed5c4b246cd84f
Vetiveria zizanioides (L.) NASH,POACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/217b180c053684eecb846d14db4ddebd/xclkon/5bb1da32feee239fd076418ecf86b211
,POACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/903e52187875a26d9d3555b5147d4043/xclkon/baba8fd400be51d59ccd7fde7bf38011
,POACEAE,Ayurveda,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6832715067741f6e9677f7944949e196/xclkon/b78ab2d7aa23228dcdc0c2721a3926ad
Vetiveria zizanioides (L.) NASH,POACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/217b180c053684eecb846d14db4ddebd/xclkon/b66fe6bbcf437dc272a563fd8427594e
Murdannia nudiflora (L.) BRENAN,COMMELINACEAE,"Ayurveda, Folk",Aneilema nudiflorum BR. Commelina nudiflora (L.) BRENAN,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/90fba550a9d5aba7b94ca61aac5606cc/xclkon/4dd9ab48825b527873b853eca36704a5
Foeniculum vulgare GAERTN,APIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Anethum foeniculum L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8ce8fe98c599dce3a2b0dd2970cdb0a4/xclkon/8c1670f57a0cf430b3edca88a30222dc
Anethum graveolens L.,APIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Anethum sowa KURZ.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3efa0ff40e2008455f38ca54b509516b
Anethum graveolens L.,APIACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Anethum sowa KURZ.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3efa0ff40e2008455f38ca54b509516b/xclkon/73fe95508eb3748b64dc894f48de58a4
,APIACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a93cd2c8313d4a96587d3016a7f27027
Angelica glauca EDGEW.,APIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fe3a748f48ebb5be177ca76bd959f6e6
Anisochilus carnosus WALL.,LAMIACEAE,"Ayurveda, Siddha, Folk",Anisochilus camosus WALL. Lavandula carnosa L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/88237f29fe01d1ec5688272c8439b082/xclkon/d035752d98842a5aa6c68fab63d90f15
Anisochilus carnosus WALL.,LAMIACEAE,"Ayurveda, Siddha, Folk",Anisochilus camosus WALL. Lavandula carnosa L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/88237f29fe01d1ec5688272c8439b082
,LAMIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2d83861693b8e3998a96fa747adc1a31
Annona reticulata L.,ANNONACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/486a1ff1f5fecf613cc97f73480b5840
Annona squamosa L.,ANNONACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f44b0ac0cb0b9c0866aa5712899d702d
Anogeissus latifolia WALL. EX. GUILL. & PERR.,COMBRETACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Conocarpus latifolia ROXB. EX. DC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0ad17ae90aa749f0433d78d7c2f35a1d
,ASTERACEAE,"Ayurveda, Siddha, Unani",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/29bd74b20f0de681f842ae11ae181b2f/xclkon/ea35a1126a46d8a9b679af307c6ffdc5
Neolamarckia cadamba (ROXB.) BOSSER,RUBIACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Anthocephalus cadamba MIQ..,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/84b3ccebf56292e28d68c311540dc57b/xclkon/2e0bec78b33f9ea9a8a4e7a59533e763
Neolamarckia cadamba (ROXB.) BOSSER,RUBIACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Anthocephalus cadamba MIQ..,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/84b3ccebf56292e28d68c311540dc57b/xclkon/204309e56f7a15964a0b1c0a136ced3e
Neolamarckia cadamba (ROXB.) BOSSER,RUBIACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Anthocephalus cadamba MIQ..,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/84b3ccebf56292e28d68c311540dc57b/xclkon/4a0b43648ef2a3cc8f3c53a99b5d3539
,MORACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/efb54f27817761dfb79e31a5cb7427ee
,SCROPHULARIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c2da86c363e3e8dcd44dceeef7dc4875
Aphanamixis polystachya (WALL.) PARKER,MELIACEAE,"Ayurveda, Siddha, Homeopathy",Amoora rohituka (ROXB.) WIGHT & ARN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5df9f100e88b8d13c3436eb38e1c3ccf
Apium graveolens L.,APIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7782f3ecbc08d61e8a52665f2a8008f7
Apium leptophyllum F.MUELL. EX.BENTH.,APIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1dd78ef25494617d2c03c110da88fb60
Saussurea auriculata (DC.) SCH.,ASTERACEAE,"Ayurveda, Folk",Aplotaxis auriculata DC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ff51869d5308f41a86003fb8c05d7e05/xclkon/fea2f43b082d496122dd7971ef4bd6e4
,THYMELAEACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8b3e943eaf551afe69c37b775b63a810/xclkon/ab3a820d2c99245939f5efc1bd65b84b
,THYMELAEACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8b3e943eaf551afe69c37b775b63a810
,THYMELAEACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/95a053242fc0434d13042675655fb7a5
,BRASSICACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dc430dc37110203823d0c8e282feea95
Arachis hypogaea L.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ea0fd392777419d966989d0836f06e06
,ARALIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/85961ffbf80e4c432da551b7782e822e
,APIACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a93cd2c8313d4a96587d3016a7f27027/xclkon/0d534dc9b5562a43a7c553525b68e915
,ARECACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/28342ccb2220a6664e346dc80c25efc4
Argemone mexicana L.,PAPAVERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5e93a9d29c6a195665eb396e6fedb15e
,CONVOLVULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b808a7d1ab15006bdf349463cee877e5
,CONVOLVULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/423f3725c7db83c8cf32efc33e407ee4
Argyreia nervosa (BURM.F.) BOJ.,CONVOLVULACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Argyreia speciosa SWEET,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/607d1f5c66e7f3b95ed1190ae2e627e0
,CONVOLVULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ad0d1db62427ee5f3b204750901abe6f
,CONVOLVULACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/19b26d637c9700cd448e8e1a5f3b01ce
Argyreia nervosa (BURM.F.) BOJ.,CONVOLVULACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Argyreia speciosa SWEET,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/607d1f5c66e7f3b95ed1190ae2e627e0/xclkon/fac1e9b33fbd53a0ab7b58344984a5b7
Avicennia officinalis L.,AVICENNIACEAE,"Ayurveda, Siddha, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c98c9aa609e27c661c9007391ab11adf/xclkon/e6b8ccaa1dceb49fafc62ee842e28f1f
,ARACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1dc9bd4cafbfec108bf087f636abd5db
,POACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/00e9fae090a40b0f651d720a76bb7c49
Aristolochia bracteolata LAM.,ARISTOLOCHIACEAE,"Ayurveda, Siddha, Folk",Aristolochia bracteata RETZ.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2516c519da6bdf64bc291cd56d62a0eb/xclkon/e73b845a0ee25891129c126cd14bfcb8
